0.006460200000000001,0.006642199999999999,0.0089626,0.011156000000000001
0.006471599999999999,0.0071334,0.0091704,0.010597599999999999
0.0045688,0.004901399999999999,0.004729,0.0059398
0.0025296,0.0022854,0.0035755999999999995,0.004109
0.009161800000000001,0.0113902,0.0112722,0.0116338
0.013599400000000001,0.014834799999999999,0.0191488,0.0237352
0.0140898,0.0155772,0.0183542,0.019773000000000002
0.0089476,0.0087492,0.010286,0.0118234
0.0059424,0.0052331999999999995,0.006528400000000001,0.007302
0.004671,0.0054638,0.0071228,0.006366800000000001
0.0542006,0.0602406,0.0786048,0.0926952
0.0458692,0.048157,0.0566098,0.06627820000000001
0.0259362,0.0260378,0.0327426,0.037015200000000005
0.0172316,0.016699400000000003,0.020363799999999998,0.021451
0.010860999999999999,0.0111384,0.0157534,0.0152306
